danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
0.595,0.8180000000000001,4,-3.115,0,0.0555,0.153,0.0,0.0878,0.41100000000000003,112.686,audio_features,0DVC2pMTkDmkoAW3XyIdYe,spotify:track:0DVC2pMTkDmkoAW3XyIdYe,https://api.spotify.com/v1/tracks/0DVC2pMTkDmkoAW3XyIdYe,https://api.spotify.com/v1/audio-analysis/0DVC2pMTkDmkoAW3XyIdYe,306120,4
0.675,0.899,10,-6.124,0,0.041800000000000004,0.06960000000000001,0.000139,0.33,0.91,103.683,audio_features,3LmpQiFNgFCnvAnhhvKUyI,spotify:track:3LmpQiFNgFCnvAnhhvKUyI,https://api.spotify.com/v1/tracks/3LmpQiFNgFCnvAnhhvKUyI,https://api.spotify.com/v1/audio-analysis/3LmpQiFNgFCnvAnhhvKUyI,285200,4
0.745,0.639,6,-4.312,0,0.0327,0.193,0.0194,0.14200000000000002,0.713,111.957,audio_features,33wtOrINFmeERJsRPfoSVw,spotify:track:33wtOrINFmeERJsRPfoSVw,https://api.spotify.com/v1/tracks/33wtOrINFmeERJsRPfoSVw,https://api.spotify.com/v1/audio-analysis/33wtOrINFmeERJsRPfoSVw,192800,4
0.685,0.665,9,-12.586,1,0.0318,0.123,0.000336,0.222,0.981,125.918,audio_features,79KIMUAkOLIREcEy859KSh,spotify:track:79KIMUAkOLIREcEy859KSh,https://api.spotify.com/v1/tracks/79KIMUAkOLIREcEy859KSh,https://api.spotify.com/v1/audio-analysis/79KIMUAkOLIREcEy859KSh,216293,4
0.618,0.748,0,-8.905,1,0.358,0.038400000000000004,4.1e-06,0.0473,0.663,134.114,audio_features,3EYOJ48Et32uATr9ZmLnAo,spotify:track:3EYOJ48Et32uATr9ZmLnAo,https://api.spotify.com/v1/tracks/3EYOJ48Et32uATr9ZmLnAo,https://api.spotify.com/v1/audio-analysis/3EYOJ48Et32uATr9ZmLnAo,191947,4
0.577,0.808,1,-7.04,0,0.039,0.033800000000000004,1.3300000000000001e-05,0.221,0.869,151.008,audio_features,1oYYd2gnWZYrt89EBXdFiO,spotify:track:1oYYd2gnWZYrt89EBXdFiO,https://api.spotify.com/v1/tracks/1oYYd2gnWZYrt89EBXdFiO,https://api.spotify.com/v1/audio-analysis/1oYYd2gnWZYrt89EBXdFiO,290280,4
0.667,0.844,1,-5.268,1,0.0322,0.0014600000000000001,0.27,0.139,0.43,107.992,audio_features,5RrDWeiIO5XgKX6bR46yZT,spotify:track:5RrDWeiIO5XgKX6bR46yZT,https://api.spotify.com/v1/tracks/5RrDWeiIO5XgKX6bR46yZT,https://api.spotify.com/v1/audio-analysis/5RrDWeiIO5XgKX6bR46yZT,205013,4
0.764,0.925,1,-1.9969999999999999,1,0.0974,0.0007469999999999999,0.136,0.218,0.456,127.948,audio_features,454luzZ5FPjOcx43yQWte9,spotify:track:454luzZ5FPjOcx43yQWte9,https://api.spotify.com/v1/tracks/454luzZ5FPjOcx43yQWte9,https://api.spotify.com/v1/audio-analysis/454luzZ5FPjOcx43yQWte9,194531,4
0.583,0.8290000000000001,1,-4.603,1,0.134,0.00864,0.0,0.0426,0.5750000000000001,174.028,audio_features,49FYlytm3dAAraYgpoJZux,spotify:track:49FYlytm3dAAraYgpoJZux,https://api.spotify.com/v1/tracks/49FYlytm3dAAraYgpoJZux,https://api.spotify.com/v1/audio-analysis/49FYlytm3dAAraYgpoJZux,275987,4
0.835,0.669,6,-5.582,0,0.06430000000000001,0.033600000000000005,6.92e-05,0.053500000000000006,0.542,122.668,audio_features,0ByMNEPAPpOR5H69DVrTNy,spotify:track:0ByMNEPAPpOR5H69DVrTNy,https://api.spotify.com/v1/tracks/0ByMNEPAPpOR5H69DVrTNy,https://api.spotify.com/v1/audio-analysis/0ByMNEPAPpOR5H69DVrTNy,267080,4
0.5640000000000001,0.71,11,-4.92,0,0.0461,0.00125,0.0,0.109,0.393,91.972,audio_features,6O20JhBJPePEkBdrB5sqRx,spotify:track:6O20JhBJPePEkBdrB5sqRx,https://api.spotify.com/v1/tracks/6O20JhBJPePEkBdrB5sqRx,https://api.spotify.com/v1/audio-analysis/6O20JhBJPePEkBdrB5sqRx,225147,4
0.607,0.993,10,-4.511,0,0.148,0.0031400000000000004,0.593,0.112,0.229,136.208,audio_features,3tehrxZR8eaANHov4cEctL,spotify:track:3tehrxZR8eaANHov4cEctL,https://api.spotify.com/v1/tracks/3tehrxZR8eaANHov4cEctL,https://api.spotify.com/v1/audio-analysis/3tehrxZR8eaANHov4cEctL,342733,4
0.606,0.9,6,-5.168,1,0.054700000000000006,0.000508,0.901,0.112,0.115,140.035,audio_features,1j6lrR4BzRGKwvAPfrIcbf,spotify:track:1j6lrR4BzRGKwvAPfrIcbf,https://api.spotify.com/v1/tracks/1j6lrR4BzRGKwvAPfrIcbf,https://api.spotify.com/v1/audio-analysis/1j6lrR4BzRGKwvAPfrIcbf,295027,4
0.657,0.9450000000000001,6,-6.7780000000000005,0,0.0567,0.00859,0.00572,0.326,0.861,127.997,audio_features,0dcHVr1wMHOG06DCJa117F,spotify:track:0dcHVr1wMHOG06DCJa117F,https://api.spotify.com/v1/tracks/0dcHVr1wMHOG06DCJa117F,https://api.spotify.com/v1/audio-analysis/0dcHVr1wMHOG06DCJa117F,259082,4
0.6890000000000001,0.8250000000000001,5,-6.062,0,0.07930000000000001,0.126,0.0,0.20700000000000002,0.9560000000000001,105.011,audio_features,0ObG1Znm1Bd6yVgsosPhCJ,spotify:track:0ObG1Znm1Bd6yVgsosPhCJ,https://api.spotify.com/v1/tracks/0ObG1Znm1Bd6yVgsosPhCJ,https://api.spotify.com/v1/audio-analysis/0ObG1Znm1Bd6yVgsosPhCJ,217339,4
0.667,0.794,4,-7.608,0,0.027800000000000002,0.0074600000000000005,5.86e-06,0.09970000000000001,0.887,117.946,audio_features,4ePsPRmL0aXbgCY2BwOBGZ,spotify:track:4ePsPRmL0aXbgCY2BwOBGZ,https://api.spotify.com/v1/tracks/4ePsPRmL0aXbgCY2BwOBGZ,https://api.spotify.com/v1/audio-analysis/4ePsPRmL0aXbgCY2BwOBGZ,236571,4
0.621,0.907,2,-3.923,1,0.047400000000000005,0.091,0.0,0.067,0.884,128.056,audio_features,3s6ltUrI93LBKU8taezsLn,spotify:track:3s6ltUrI93LBKU8taezsLn,https://api.spotify.com/v1/tracks/3s6ltUrI93LBKU8taezsLn,https://api.spotify.com/v1/audio-analysis/3s6ltUrI93LBKU8taezsLn,233693,4
0.808,0.661,0,-6.237,0,0.0395,0.0358,0.0,0.138,0.804,107.992,audio_features,1m0UFnuTktOkksvjbF9z0m,spotify:track:1m0UFnuTktOkksvjbF9z0m,https://api.spotify.com/v1/tracks/1m0UFnuTktOkksvjbF9z0m,https://api.spotify.com/v1/audio-analysis/1m0UFnuTktOkksvjbF9z0m,235556,4
0.704,0.868,2,-5.808,1,0.0315,0.0834,0.0,0.20600000000000002,0.808,131.468,audio_features,3XIEWK1V9n25PS9Vb6axj5,spotify:track:3XIEWK1V9n25PS9Vb6axj5,https://api.spotify.com/v1/tracks/3XIEWK1V9n25PS9Vb6axj5,https://api.spotify.com/v1/audio-analysis/3XIEWK1V9n25PS9Vb6axj5,188133,4
0.623,0.915,3,-5.349,1,0.0413,0.0167,0.0,0.361,0.838,129.961,audio_features,6KGHsN5QI0qunsADx3e51i,spotify:track:6KGHsN5QI0qunsADx3e51i,https://api.spotify.com/v1/tracks/6KGHsN5QI0qunsADx3e51i,https://api.spotify.com/v1/audio-analysis/6KGHsN5QI0qunsADx3e51i,230147,4
0.791,0.59,1,-9.206,0,0.07930000000000001,0.0994,0.00203,0.065,0.714,119.951,audio_features,2GYHyAoLWpkxLVa4oYTVko,spotify:track:2GYHyAoLWpkxLVa4oYTVko,https://api.spotify.com/v1/tracks/2GYHyAoLWpkxLVa4oYTVko,https://api.spotify.com/v1/audio-analysis/2GYHyAoLWpkxLVa4oYTVko,206067,4
0.834,0.964,0,-3.822,1,0.232,0.198,0.0,0.176,0.68,127.994,audio_features,6zUOTErlhzIGzCg9cQz7SU,spotify:track:6zUOTErlhzIGzCg9cQz7SU,https://api.spotify.com/v1/tracks/6zUOTErlhzIGzCg9cQz7SU,https://api.spotify.com/v1/audio-analysis/6zUOTErlhzIGzCg9cQz7SU,216587,4
0.8270000000000001,0.921,11,-8.757,1,0.0541,0.431,2.1499999999999997e-06,0.533,0.965,114.368,audio_features,0sxhTL3FTKl4tJZqle8AYN,spotify:track:0sxhTL3FTKl4tJZqle8AYN,https://api.spotify.com/v1/tracks/0sxhTL3FTKl4tJZqle8AYN,https://api.spotify.com/v1/audio-analysis/0sxhTL3FTKl4tJZqle8AYN,261093,4
0.307,0.635,7,-8.957,1,0.0339,0.0154,0.00483,0.366,0.304,166.973,audio_features,2IZZqH4K02UIYg5EohpNHF,spotify:track:2IZZqH4K02UIYg5EohpNHF,https://api.spotify.com/v1/tracks/2IZZqH4K02UIYg5EohpNHF,https://api.spotify.com/v1/audio-analysis/2IZZqH4K02UIYg5EohpNHF,306427,4
0.772,0.783,8,-6.257,0,0.035300000000000005,0.336,0.0,0.163,0.71,103.079,audio_features,2KiHXiqQA2dHiLfeSxtTeP,spotify:track:2KiHXiqQA2dHiLfeSxtTeP,https://api.spotify.com/v1/tracks/2KiHXiqQA2dHiLfeSxtTeP,https://api.spotify.com/v1/audio-analysis/2KiHXiqQA2dHiLfeSxtTeP,201960,4
0.35100000000000003,0.8210000000000001,6,-5.353,0,0.055200000000000006,0.0024500000000000004,0.28500000000000003,0.06280000000000001,0.361,89.592,audio_features,4LB4Qth2yvaimEFdV6C1jA,spotify:track:4LB4Qth2yvaimEFdV6C1jA,https://api.spotify.com/v1/tracks/4LB4Qth2yvaimEFdV6C1jA,https://api.spotify.com/v1/audio-analysis/4LB4Qth2yvaimEFdV6C1jA,128880,4
0.762,0.856,4,-3.731,0,0.07590000000000001,0.253,0.0,0.22,0.863,104.011,audio_features,3BAAiD3xHHocvkKFOvM5B6,spotify:track:3BAAiD3xHHocvkKFOvM5B6,https://api.spotify.com/v1/tracks/3BAAiD3xHHocvkKFOvM5B6,https://api.spotify.com/v1/audio-analysis/3BAAiD3xHHocvkKFOvM5B6,216923,4
0.5710000000000001,0.755,1,-7.907,1,0.07350000000000001,0.14200000000000002,2.55e-05,0.136,0.875,107.951,audio_features,00Ro1lnV3V6i87aY4t8Q43,spotify:track:00Ro1lnV3V6i87aY4t8Q43,https://api.spotify.com/v1/tracks/00Ro1lnV3V6i87aY4t8Q43,https://api.spotify.com/v1/audio-analysis/00Ro1lnV3V6i87aY4t8Q43,376013,4
0.642,0.7000000000000001,1,-9.213,1,0.055200000000000006,0.17200000000000001,0.000232,0.08950000000000001,0.784,103.899,audio_features,3WXfQDsASfXrSojk9WB3aR,spotify:track:3WXfQDsASfXrSojk9WB3aR,https://api.spotify.com/v1/tracks/3WXfQDsASfXrSojk9WB3aR,https://api.spotify.com/v1/audio-analysis/3WXfQDsASfXrSojk9WB3aR,312480,4
0.782,0.791,0,-6.321,1,0.0383,0.47400000000000003,0.0012000000000000001,0.0555,0.8190000000000001,99.992,audio_features,6258We1xSV3M2oLVMwhirP,spotify:track:6258We1xSV3M2oLVMwhirP,https://api.spotify.com/v1/tracks/6258We1xSV3M2oLVMwhirP,https://api.spotify.com/v1/audio-analysis/6258We1xSV3M2oLVMwhirP,374840,4
0.5660000000000001,0.66,1,-4.039,1,0.047900000000000005,0.015600000000000001,0.0,0.234,0.52,162.159,audio_features,6YdQgWSpsxhVeX6Xmv3IFJ,spotify:track:6YdQgWSpsxhVeX6Xmv3IFJ,https://api.spotify.com/v1/tracks/6YdQgWSpsxhVeX6Xmv3IFJ,https://api.spotify.com/v1/audio-analysis/6YdQgWSpsxhVeX6Xmv3IFJ,179979,3
0.644,0.755,1,-5.325,1,0.0448,0.00237,7.64e-06,0.0859,0.334,102.861,audio_features,6zegtH6XXd2PDPLvy1Y0n2,spotify:track:6zegtH6XXd2PDPLvy1Y0n2,https://api.spotify.com/v1/tracks/6zegtH6XXd2PDPLvy1Y0n2,https://api.spotify.com/v1/audio-analysis/6zegtH6XXd2PDPLvy1Y0n2,190067,4
0.72,0.595,2,-6.109,0,0.0976,0.06720000000000001,4.730000000000001e-05,0.0775,0.486,111.0,audio_features,1x5MjCffpcdHLf65eR9r3T,spotify:track:1x5MjCffpcdHLf65eR9r3T,https://api.spotify.com/v1/tracks/1x5MjCffpcdHLf65eR9r3T,https://api.spotify.com/v1/audio-analysis/1x5MjCffpcdHLf65eR9r3T,207187,4
0.704,0.969,5,-2.482,0,0.0738,0.048400000000000006,1.2e-05,0.257,0.378,125.033,audio_features,5uiQynC3Gq7tR7U41BONTF,spotify:track:5uiQynC3Gq7tR7U41BONTF,https://api.spotify.com/v1/tracks/5uiQynC3Gq7tR7U41BONTF,https://api.spotify.com/v1/audio-analysis/5uiQynC3Gq7tR7U41BONTF,175048,4
0.763,0.669,9,-4.402,0,0.0651,0.156,0.0,0.0867,0.609,135.028,audio_features,5QQKWOwPjG9vcDBTQ5Hv5Q,spotify:track:5QQKWOwPjG9vcDBTQ5Hv5Q,https://api.spotify.com/v1/tracks/5QQKWOwPjG9vcDBTQ5Hv5Q,https://api.spotify.com/v1/audio-analysis/5QQKWOwPjG9vcDBTQ5Hv5Q,212000,4
0.561,0.965,7,-3.673,0,0.034300000000000004,0.0038300000000000005,7.07e-06,0.371,0.304,128.04,audio_features,4uUG5RXrOk84mYEfFvj3cK,spotify:track:4uUG5RXrOk84mYEfFvj3cK,https://api.spotify.com/v1/tracks/4uUG5RXrOk84mYEfFvj3cK,https://api.spotify.com/v1/audio-analysis/4uUG5RXrOk84mYEfFvj3cK,175238,4
0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.8250000000000001,139.994,audio_features,4h9wh7iOZ0GGn8QVp4RAOB,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,https://api.spotify.com/v1/tracks/4h9wh7iOZ0GGn8QVp4RAOB,https://api.spotify.com/v1/audio-analysis/4h9wh7iOZ0GGn8QVp4RAOB,148486,4
0.78,0.6890000000000001,7,-5.668,1,0.14100000000000001,0.0368,9.689999999999999e-06,0.0698,0.642,115.042,audio_features,1xzi1Jcr7mEi9K2RfzLOqS,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,https://api.spotify.com/v1/tracks/1xzi1Jcr7mEi9K2RfzLOqS,https://api.spotify.com/v1/audio-analysis/1xzi1Jcr7mEi9K2RfzLOqS,225389,4
0.463,0.672,8,-6.071,0,0.049800000000000004,0.728,0.743,0.0993,0.522,74.916,audio_features,4MOCTiC5mMrJuhLFSNjiIM,spotify:track:4MOCTiC5mMrJuhLFSNjiIM,https://api.spotify.com/v1/tracks/4MOCTiC5mMrJuhLFSNjiIM,https://api.spotify.com/v1/audio-analysis/4MOCTiC5mMrJuhLFSNjiIM,338000,4
0.26,0.218,7,-10.849,0,0.035300000000000005,0.673,0.9420000000000001,0.116,0.054700000000000006,64.012,audio_features,0Sy2FEb4SM0EEZZPCZTolt,spotify:track:0Sy2FEb4SM0EEZZPCZTolt,https://api.spotify.com/v1/tracks/0Sy2FEb4SM0EEZZPCZTolt,https://api.spotify.com/v1/audio-analysis/0Sy2FEb4SM0EEZZPCZTolt,639000,5
0.5660000000000001,0.66,1,-4.039,1,0.047900000000000005,0.015600000000000001,0.0,0.234,0.52,162.159,audio_features,6YdQgWSpsxhVeX6Xmv3IFJ,spotify:track:6YdQgWSpsxhVeX6Xmv3IFJ,https://api.spotify.com/v1/tracks/6YdQgWSpsxhVeX6Xmv3IFJ,https://api.spotify.com/v1/audio-analysis/6YdQgWSpsxhVeX6Xmv3IFJ,179979,3
0.654,0.292,2,-12.977,1,0.47400000000000003,0.09620000000000001,0.0031000000000000003,0.106,0.10300000000000001,153.547,audio_features,3VFj5odD26z1u2eV6Vwxa6,spotify:track:3VFj5odD26z1u2eV6Vwxa6,https://api.spotify.com/v1/tracks/3VFj5odD26z1u2eV6Vwxa6,https://api.spotify.com/v1/audio-analysis/3VFj5odD26z1u2eV6Vwxa6,252095,4
0.588,0.518,1,-8.071,1,0.043500000000000004,0.255,0.398,0.355,0.462,156.012,audio_features,2B8VEO8a9zIFs0ILrKw4uz,spotify:track:2B8VEO8a9zIFs0ILrKw4uz,https://api.spotify.com/v1/tracks/2B8VEO8a9zIFs0ILrKw4uz,https://api.spotify.com/v1/audio-analysis/2B8VEO8a9zIFs0ILrKw4uz,179133,4
0.615,0.597,5,-6.342,1,0.03,0.033100000000000004,1.33e-06,0.0853,0.8250000000000001,77.032,audio_features,3Rm8WZtaNoawwisPDqjw1E,spotify:track:3Rm8WZtaNoawwisPDqjw1E,https://api.spotify.com/v1/tracks/3Rm8WZtaNoawwisPDqjw1E,https://api.spotify.com/v1/audio-analysis/3Rm8WZtaNoawwisPDqjw1E,193547,4
0.375,0.47200000000000003,0,-6.311,1,0.036500000000000005,0.84,0.0,0.10300000000000001,0.28300000000000003,106.697,audio_features,6yTp5aLtvpJvRqfW4jY7aT,spotify:track:6yTp5aLtvpJvRqfW4jY7aT,https://api.spotify.com/v1/tracks/6yTp5aLtvpJvRqfW4jY7aT,https://api.spotify.com/v1/audio-analysis/6yTp5aLtvpJvRqfW4jY7aT,273427,4
0.56,0.675,8,-10.44,1,0.0539,0.787,0.021400000000000002,0.386,0.639,122.548,audio_features,7CZSrbjJcPLCelIZtgIQ3P,spotify:track:7CZSrbjJcPLCelIZtgIQ3P,https://api.spotify.com/v1/tracks/7CZSrbjJcPLCelIZtgIQ3P,https://api.spotify.com/v1/audio-analysis/7CZSrbjJcPLCelIZtgIQ3P,229560,4
0.292,0.359,5,-9.043,1,0.0328,0.6970000000000001,1.8500000000000002e-05,0.108,0.228,177.334,audio_features,3AOcpwgy3V2Fwg7B8PZfKl,spotify:track:3AOcpwgy3V2Fwg7B8PZfKl,https://api.spotify.com/v1/tracks/3AOcpwgy3V2Fwg7B8PZfKl,https://api.spotify.com/v1/audio-analysis/3AOcpwgy3V2Fwg7B8PZfKl,283259,3
0.485,0.513,5,-5.91,0,0.0614,0.708,0.0,0.508,0.385,90.374,audio_features,2Lv9mFjcIFPn8zyWF89EAe,spotify:track:2Lv9mFjcIFPn8zyWF89EAe,https://api.spotify.com/v1/tracks/2Lv9mFjcIFPn8zyWF89EAe,https://api.spotify.com/v1/audio-analysis/2Lv9mFjcIFPn8zyWF89EAe,246062,4
0.6970000000000001,0.759,4,-6.907,1,0.0285,0.194,0.00012299999999999998,0.383,0.9460000000000001,133.989,audio_features,2cEg3qW0QExTEn5GBVqX4O,spotify:track:2cEg3qW0QExTEn5GBVqX4O,https://api.spotify.com/v1/tracks/2cEg3qW0QExTEn5GBVqX4O,https://api.spotify.com/v1/audio-analysis/2cEg3qW0QExTEn5GBVqX4O,219547,4
0.551,0.608,3,-6.914,1,0.024300000000000002,0.08510000000000001,1.6000000000000003e-05,0.155,0.532,97.374,audio_features,5DgF0Z6JN0Z5VsGxV1My3Q,spotify:track:5DgF0Z6JN0Z5VsGxV1My3Q,https://api.spotify.com/v1/tracks/5DgF0Z6JN0Z5VsGxV1My3Q,https://api.spotify.com/v1/audio-analysis/5DgF0Z6JN0Z5VsGxV1My3Q,218827,4
0.676,0.908,10,-2.616,0,0.0728,0.247,0.0,0.532,0.809,121.934,audio_features,2P3OD1Ne1YHTHeB7McNytk,spotify:track:2P3OD1Ne1YHTHeB7McNytk,https://api.spotify.com/v1/tracks/2P3OD1Ne1YHTHeB7McNytk,https://api.spotify.com/v1/audio-analysis/2P3OD1Ne1YHTHeB7McNytk,178192,4
0.47200000000000003,0.366,11,-12.595,0,0.0286,0.15,0.308,0.08370000000000001,0.171,127.167,audio_features,29zkoUsOE50f0I3n44LjjU,spotify:track:29zkoUsOE50f0I3n44LjjU,https://api.spotify.com/v1/tracks/29zkoUsOE50f0I3n44LjjU,https://api.spotify.com/v1/audio-analysis/29zkoUsOE50f0I3n44LjjU,382297,4
0.579,0.508,2,-9.484,1,0.027,0.00574,0.000494,0.0575,0.609,147.125,audio_features,40riOy7x9W7GXjyGp4pjAv,spotify:track:40riOy7x9W7GXjyGp4pjAv,https://api.spotify.com/v1/tracks/40riOy7x9W7GXjyGp4pjAv,https://api.spotify.com/v1/audio-analysis/40riOy7x9W7GXjyGp4pjAv,391376,4
0.731,0.797,5,-9.992,1,0.0309,0.0771,0.024800000000000003,0.334,0.933,148.192,audio_features,3LTMnFa0hhwisyq6ILahyj,spotify:track:3LTMnFa0hhwisyq6ILahyj,https://api.spotify.com/v1/tracks/3LTMnFa0hhwisyq6ILahyj,https://api.spotify.com/v1/audio-analysis/3LTMnFa0hhwisyq6ILahyj,348624,4
0.577,0.741,4,-6.351,1,0.0867,0.257,1.84e-05,0.215,0.437,96.022,audio_features,7v9eWh158hCcdtcjRfImnO,spotify:track:7v9eWh158hCcdtcjRfImnO,https://api.spotify.com/v1/tracks/7v9eWh158hCcdtcjRfImnO,https://api.spotify.com/v1/audio-analysis/7v9eWh158hCcdtcjRfImnO,261107,4
0.40700000000000003,0.5650000000000001,3,-11.487,0,0.0322,0.361,0.00014199999999999998,0.105,0.502,125.096,audio_features,6l8BhUGXyQWFGWJY5tohDC,spotify:track:6l8BhUGXyQWFGWJY5tohDC,https://api.spotify.com/v1/tracks/6l8BhUGXyQWFGWJY5tohDC,https://api.spotify.com/v1/audio-analysis/6l8BhUGXyQWFGWJY5tohDC,430453,4
0.898,0.365,0,-10.452,1,0.046200000000000005,0.159,9.28e-06,0.132,0.5630000000000001,98.53,audio_features,3PQLYVskjUeRmRIfECsL0X,spotify:track:3PQLYVskjUeRmRIfECsL0X,https://api.spotify.com/v1/tracks/3PQLYVskjUeRmRIfECsL0X,https://api.spotify.com/v1/audio-analysis/3PQLYVskjUeRmRIfECsL0X,226240,4
0.916,0.72,0,-8.548,1,0.1,0.36,0.00016,0.09580000000000001,0.76,103.312,audio_features,5O4erNlJ74PIF6kGol1ZrC,spotify:track:5O4erNlJ74PIF6kGol1ZrC,https://api.spotify.com/v1/tracks/5O4erNlJ74PIF6kGol1ZrC,https://api.spotify.com/v1/audio-analysis/5O4erNlJ74PIF6kGol1ZrC,237000,4
0.671,0.256,7,-10.743,1,0.038700000000000005,0.608,0.0,0.0737,0.6940000000000001,115.871,audio_features,26PwuMotZqcczKLHi4Htz3,spotify:track:26PwuMotZqcczKLHi4Htz3,https://api.spotify.com/v1/tracks/26PwuMotZqcczKLHi4Htz3,https://api.spotify.com/v1/audio-analysis/26PwuMotZqcczKLHi4Htz3,233560,4
0.64,0.647,5,-8.114,0,0.186,0.124,0.0,0.0801,0.546,92.979,audio_features,70eFcWOvlMObDhURTqT4Fv,spotify:track:70eFcWOvlMObDhURTqT4Fv,https://api.spotify.com/v1/tracks/70eFcWOvlMObDhURTqT4Fv,https://api.spotify.com/v1/audio-analysis/70eFcWOvlMObDhURTqT4Fv,197867,4
0.605,0.687,9,-13.928,0,0.045,0.47900000000000004,0.9490000000000001,0.10400000000000001,0.12,106.896,audio_features,2LD2gT7gwAurzdQDQtILds,spotify:track:2LD2gT7gwAurzdQDQtILds,https://api.spotify.com/v1/tracks/2LD2gT7gwAurzdQDQtILds,https://api.spotify.com/v1/audio-analysis/2LD2gT7gwAurzdQDQtILds,345187,4
0.514,0.09190000000000001,3,-13.168,1,0.0458,0.931,0.0,0.0655,0.429,99.294,audio_features,5WhMVZ58MqdvACu3OaP5cZ,spotify:track:5WhMVZ58MqdvACu3OaP5cZ,https://api.spotify.com/v1/tracks/5WhMVZ58MqdvACu3OaP5cZ,https://api.spotify.com/v1/audio-analysis/5WhMVZ58MqdvACu3OaP5cZ,216307,4
0.557,0.442,5,-7.224,1,0.024300000000000002,0.731,1.46e-05,0.11,0.213,146.277,audio_features,75JFxkI2RXiU7L9VXzMkle,spotify:track:75JFxkI2RXiU7L9VXzMkle,https://api.spotify.com/v1/tracks/75JFxkI2RXiU7L9VXzMkle,https://api.spotify.com/v1/audio-analysis/75JFxkI2RXiU7L9VXzMkle,309600,4
0.272,0.268,7,-10.938,0,0.0361,0.753,0.0,0.244,0.28200000000000003,146.31,audio_features,1ZrtmwKkF7LEl8fgOn4h0d,spotify:track:1ZrtmwKkF7LEl8fgOn4h0d,https://api.spotify.com/v1/tracks/1ZrtmwKkF7LEl8fgOn4h0d,https://api.spotify.com/v1/audio-analysis/1ZrtmwKkF7LEl8fgOn4h0d,268500,4
0.495,0.744,10,-6.202,1,0.0528,0.629,0.0029600000000000004,0.0999,0.71,108.648,audio_features,5kBccqLw9L0c7Bl2v1OsdV,spotify:track:5kBccqLw9L0c7Bl2v1OsdV,https://api.spotify.com/v1/tracks/5kBccqLw9L0c7Bl2v1OsdV,https://api.spotify.com/v1/audio-analysis/5kBccqLw9L0c7Bl2v1OsdV,251920,4
0.486,0.433,4,-8.817,1,0.038900000000000004,0.256,2.16e-06,0.09770000000000001,0.523,102.12,audio_features,1Dm6ZTrjFzjknYiXiaUHei,spotify:track:1Dm6ZTrjFzjknYiXiaUHei,https://api.spotify.com/v1/tracks/1Dm6ZTrjFzjknYiXiaUHei,https://api.spotify.com/v1/audio-analysis/1Dm6ZTrjFzjknYiXiaUHei,226800,4
0.399,0.326,7,-9.239,0,0.0386,0.864,0.0,0.191,0.546,79.206,audio_features,6Rqn2GFlmvmV4w9Ala0I1e,spotify:track:6Rqn2GFlmvmV4w9Ala0I1e,https://api.spotify.com/v1/tracks/6Rqn2GFlmvmV4w9Ala0I1e,https://api.spotify.com/v1/audio-analysis/6Rqn2GFlmvmV4w9Ala0I1e,174000,4
0.42,0.398,6,-9.13,0,0.0296,0.755,0.0005369999999999999,0.17200000000000001,0.364,88.897,audio_features,0sjxRg1VlYfx4YG7uxurrq,spotify:track:0sjxRg1VlYfx4YG7uxurrq,https://api.spotify.com/v1/tracks/0sjxRg1VlYfx4YG7uxurrq,https://api.spotify.com/v1/audio-analysis/0sjxRg1VlYfx4YG7uxurrq,155027,3
